Date,Actual,Holiday
2018-02-07,385,
2018-02-08,290,
2018-02-09,306,
2018-02-10,30,
2018-02-11,0,
2018-02-12,369,
2018-02-13,349,
2018-02-14,390,
2018-02-15,345,
2018-02-16,332,
2018-02-17,50,
2018-02-18,0,
2018-02-19,432,
2018-02-20,424,
2018-02-21,327,
2018-02-22,329,
2018-02-23,340,
2018-02-24,48,
2018-02-25,0,
2018-02-26,446,
2018-02-27,420,
2018-02-28,418,
2018-03-01,367,
2018-03-02,315,
2018-03-03,44,
2018-03-04,0,
2018-03-05,383,
2018-03-06,305,
2018-03-07,341,
2018-03-08,282,
2018-03-09,288,
2018-03-10,36,
2018-03-11,-1,
2018-03-12,354,
2018-03-13,356,
2018-03-14,327,
2018-03-15,351,
2018-03-16,360,
2018-03-17,60,
2018-03-18,0,
2018-03-19,429,
2018-03-20,352,
2018-03-21,323,
2018-03-22,321,
2018-03-23,383,
2018-03-24,4,
2018-03-25,-1,
2018-03-26,388,
2018-03-27,363,
2018-03-28,438,
2018-03-29,349,
2018-03-30,272,
2018-03-31,30,
2018-04-01,0,
2018-04-02,0,
2018-04-03,508,
2018-04-04,349,
2018-04-05,339,
2018-04-06,265,
2018-04-07,38,
2018-04-08,-1,
2018-04-09,406,
2018-04-10,351,
2018-04-11,415,
2018-04-12,295,
2018-04-13,332,
2018-04-14,55,
2018-04-15,0,
2018-04-16,439,
2018-04-17,355,
2018-04-18,303,
2018-04-19,350,
2018-04-20,261,
2018-04-21,34,
2018-04-22,-1,
2018-04-23,402,
2018-04-24,332,
2018-04-25,290,
2018-04-26,376,
2018-04-27,-1,
2018-04-28,64,
2018-04-29,0,
2018-04-30,651,
2018-05-01,401,
2018-05-02,370,
2018-05-03,325,
2018-05-04,283,
2018-05-05,30,
2018-05-06,-1,
2018-05-07,364,
2018-05-08,402,
2018-05-09,445,
2018-05-10,-1,
2018-05-11,290,
2018-05-12,38,
2018-05-13,0,
2018-05-14,548,
2018-05-15,447,
2018-05-16,462,
2018-05-17,370,
2018-05-18,375,
2018-05-19,50,
2018-05-20,0,
2018-05-21,-1,
2018-05-22,464,
2018-05-23,541,
2018-05-24,444,
2018-05-25,341,
2018-05-26,44,
2018-05-27,0,
2018-05-28,546,
2018-05-29,376,
2018-05-30,367,
2018-05-31,411,
2018-06-01,394,
2018-06-02,56,
2018-06-03,-1,
2018-06-04,424,
2018-06-05,323,
2018-06-06,262,
2018-06-07,272,
2018-06-08,297,
2018-06-09,42,
2018-06-10,-1,
2018-06-11,354,
2018-06-12,339,
2018-06-13,312,
2018-06-14,298,
2018-06-15,315,
2018-06-16,42,
2018-06-17,-1,
2018-06-18,418,
2018-06-19,371,
2018-06-20,337,
2018-06-21,340,
2018-06-22,373,
2018-06-23,32,
2018-06-24,0,
2018-06-25,430,
2018-06-26,339,
2018-06-27,345,
2018-06-28,388,
2018-06-29,357,
2018-06-30,50,
2018-07-01,0,
2018-07-02,518,
2018-07-03,352,
2018-07-04,304,
2018-07-05,407,
2018-07-06,338,
2018-07-07,33,
2018-07-08,0,
2018-07-09,401,
2018-07-10,389,
2018-07-11,358,
2018-07-12,336,
2018-07-13,275,
2018-07-14,62,
2018-07-15,0,
2018-07-16,462,
2018-07-17,542,
2018-07-18,476,
2018-07-19,353,
2018-07-20,351,
2018-07-21,55,
2018-07-22,-1,
2018-07-23,464,
2018-07-24,356,
2018-07-25,338,
2018-07-26,288,
2018-07-27,315,
2018-07-28,52,
2018-07-29,-1,
2018-07-30,520,
2018-07-31,365,
2018-08-01,381,
2018-08-02,335,
2018-08-03,301,
2018-08-04,35,
2018-08-05,-1,
2018-08-06,370,
2018-08-07,276,
2018-08-08,310,
2018-08-09,327,
2018-08-10,292,
2018-08-11,45,
2018-08-12,-1,
2018-08-13,383,
2018-08-14,371,
2018-08-15,352,
2018-08-16,335,
2018-08-17,318,
2018-08-18,48,
2018-08-19,-1,
2018-08-20,448,
2018-08-21,458,
2018-08-22,419,
2018-08-23,376,
2018-08-24,313,
2018-08-25,44,
2018-08-26,0,
2018-08-27,452,
2018-08-28,422,
2018-08-29,391,
2018-08-30,319,
2018-08-31,365,
2018-09-01,32,
2018-09-02,0,
2018-09-03,376,
2018-09-04,329,
2018-09-05,287,
2018-09-06,276,
2018-09-07,287,
2018-09-08,43,
2018-09-09,-1,
2018-09-10,342,
2018-09-11,308,
2018-09-12,291,
2018-09-13,276,
2018-09-14,293,
2018-09-15,54,
2018-09-16,0,
2018-09-17,393,
2018-09-18,325,
2018-09-19,318,
2018-09-20,304,
2018-09-21,344,
2018-09-22,31,
2018-09-23,0,
2018-09-24,378,
2018-09-25,355,
2018-09-26,328,
2018-09-27,269,
2018-09-28,401,
2018-09-29,45,
2018-09-30,0,
2018-10-01,464,
2018-10-02,368,
2018-10-03,261,
2018-10-04,335,
2018-10-05,291,
2018-10-06,30,
2018-10-07,0,
2018-10-08,337,
2018-10-09,315,
2018-10-10,279,
2018-10-11,303,
2018-10-12,277,
2018-10-13,1,
2018-10-14,0,
2018-10-15,362,
2018-10-16,253,
2018-10-17,318,
2018-10-18,268,
2018-10-19,265,
2018-10-20,1,
2018-10-21,-1,
2018-10-22,357,
2018-10-23,293,
2018-10-24,305,
2018-10-25,333,
2018-10-26,387,
2018-10-27,1,
2018-10-28,0,
